Name,Country,year,IncomPerPerson,Number of Records
IncomePerPerson,Austria,1963,"13,300",1
IncomePerPerson,Austria,1964,"14,000",1
IncomePerPerson,Austria,1965,"14,300",1
IncomePerPerson,Austria,1966,"15,000",1
IncomePerPerson,Austria,1967,"15,300",1
IncomePerPerson,Austria,1968,"15,900",1
IncomePerPerson,Austria,1969,"16,800",1
IncomePerPerson,Austria,1970,"18,000",1
IncomePerPerson,Austria,1971,"18,800",1
IncomePerPerson,Austria,1972,"19,800",1
IncomePerPerson,Austria,1973,"20,700",1
IncomePerPerson,Austria,1974,"21,500",1
IncomePerPerson,Austria,1975,"21,500",1
IncomePerPerson,Austria,1976,"22,500",1
IncomePerPerson,Austria,1977,"23,600",1
IncomePerPerson,Austria,1978,"23,500",1
IncomePerPerson,Austria,1979,"24,800",1
IncomePerPerson,Austria,1980,"25,400",1
IncomePerPerson,Austria,1981,"25,300",1
IncomePerPerson,Austria,1982,"25,800",1
IncomePerPerson,Austria,1983,"26,600",1
IncomePerPerson,Austria,1984,"26,700",1
IncomePerPerson,Austria,1985,"27,300",1
IncomePerPerson,Austria,1986,"27,900",1
IncomePerPerson,Austria,1987,"28,300",1
IncomePerPerson,Austria,1988,"29,100",1
IncomePerPerson,Austria,1989,"30,300",1
IncomePerPerson,Austria,1990,"31,300",1
IncomePerPerson,Austria,1991,"32,000",1
IncomePerPerson,Austria,1992,"32,300",1
IncomePerPerson,Austria,1993,"32,200",1
IncomePerPerson,Austria,1994,"32,900",1
IncomePerPerson,Austria,1995,"33,700",1
IncomePerPerson,Austria,1996,"34,500",1
IncomePerPerson,Austria,1997,"35,200",1
IncomePerPerson,Austria,1998,"36,400",1
IncomePerPerson,Austria,1999,"37,600",1
IncomePerPerson,Austria,2000,"38,800",1
IncomePerPerson,Austria,2001,"39,200",1
IncomePerPerson,Austria,2002,"39,600",1
IncomePerPerson,Austria,2003,"39,700",1
IncomePerPerson,Austria,2004,"40,600",1
IncomePerPerson,Austria,2005,"41,200",1
IncomePerPerson,Austria,2006,"42,300",1
IncomePerPerson,Austria,2007,"43,700",1
IncomePerPerson,Austria,2008,"44,300",1
IncomePerPerson,Austria,2009,"42,500",1
IncomePerPerson,Austria,2010,"43,200",1
IncomePerPerson,Austria,2011,"44,200",1
IncomePerPerson,Azerbaijan,1950,"3,640",1
IncomePerPerson,Azerbaijan,1951,"3,600",1
IncomePerPerson,Azerbaijan,1952,"3,770",1
IncomePerPerson,Azerbaijan,1953,"3,860",1
IncomePerPerson,Azerbaijan,1954,"3,990",1
IncomePerPerson,Azerbaijan,1955,"4,250",1
IncomePerPerson,Azerbaijan,1956,"4,580",1
IncomePerPerson,Azerbaijan,1957,"4,600",1
IncomePerPerson,Azerbaijan,1958,"4,860",1
IncomePerPerson,Azerbaijan,1959,"4,720",1
IncomePerPerson,Azerbaijan,1960,"5,080",1
IncomePerPerson,Azerbaijan,1961,"5,290",1
IncomePerPerson,Azerbaijan,1962,"5,350",1
IncomePerPerson,Azerbaijan,1963,"5,160",1
IncomePerPerson,Azerbaijan,1964,"5,750",1
IncomePerPerson,Azerbaijan,1965,"6,010",1
IncomePerPerson,Azerbaijan,1966,"6,240",1
IncomePerPerson,Azerbaijan,1967,"6,460",1
IncomePerPerson,Azerbaijan,1968,"6,780",1
IncomePerPerson,Azerbaijan,1969,"6,820",1
IncomePerPerson,Azerbaijan,1970,"7,290",1
IncomePerPerson,Azerbaijan,1971,"7,420",1
IncomePerPerson,Azerbaijan,1972,"7,400",1
IncomePerPerson,Azerbaijan,1973,"7,950",1
IncomePerPerson,Azerbaijan,1974,"8,080",1
IncomePerPerson,Azerbaijan,1975,"7,990",1
IncomePerPerson,Azerbaijan,1976,"8,260",1
IncomePerPerson,Azerbaijan,1977,"8,350",1
IncomePerPerson,Azerbaijan,1978,"8,460",1
IncomePerPerson,Azerbaijan,1979,"8,320",1
IncomePerPerson,Azerbaijan,1980,"8,230",1
IncomePerPerson,Azerbaijan,1981,"8,210",1
IncomePerPerson,Azerbaijan,1982,"8,310",1
IncomePerPerson,Azerbaijan,1983,"8,470",1
IncomePerPerson,Azerbaijan,1984,"8,470",1
IncomePerPerson,Azerbaijan,1985,"8,440",1
IncomePerPerson,Azerbaijan,1986,"8,670",1
IncomePerPerson,Azerbaijan,1987,"8,680",1
IncomePerPerson,Azerbaijan,1988,"8,760",1
IncomePerPerson,Azerbaijan,1989,"8,810",1
IncomePerPerson,Azerbaijan,1990,"8,510",1
IncomePerPerson,Azerbaijan,1991,"8,320",1
IncomePerPerson,Azerbaijan,1992,"6,350",1
IncomePerPerson,Azerbaijan,1993,"4,810",1
IncomePerPerson,Azerbaijan,1994,"3,810",1
IncomePerPerson,Azerbaijan,1995,"3,320",1
IncomePerPerson,Azerbaijan,1996,"3,330",1
IncomePerPerson,Azerbaijan,1997,"3,490",1
IncomePerPerson,Azerbaijan,1998,"3,800",1
IncomePerPerson,Azerbaijan,1999,"4,050",1
IncomePerPerson,Azerbaijan,2000,"4,460",1
IncomePerPerson,Azerbaijan,2001,"4,860",1
IncomePerPerson,Azerbaijan,2002,"5,340",1
IncomePerPerson,Azerbaijan,2003,"5,890",1
IncomePerPerson,Azerbaijan,2004,"6,440",1
IncomePerPerson,Azerbaijan,2005,"8,050",1
IncomePerPerson,Azerbaijan,2006,"10,700",1
IncomePerPerson,Azerbaijan,2007,"13,200",1
IncomePerPerson,Azerbaijan,2008,"14,400",1
IncomePerPerson,Azerbaijan,2009,"15,400",1
IncomePerPerson,Azerbaijan,2010,"16,000",1
IncomePerPerson,Azerbaijan,2011,"15,800",1
IncomePerPerson,Bahamas,1950,"10,300",1
IncomePerPerson,Bahamas,1951,"10,700",1
IncomePerPerson,Bahamas,1952,"11,100",1
IncomePerPerson,Bahamas,1953,"11,500",1
IncomePerPerson,Bahamas,1954,"11,900",1
IncomePerPerson,Bahamas,1955,"12,400",1
IncomePerPerson,Bahamas,1956,"12,800",1
IncomePerPerson,Bahamas,1957,"13,300",1
IncomePerPerson,Bahamas,1958,"13,800",1
IncomePerPerson,Bahamas,1959,"14,300",1
IncomePerPerson,Bahamas,1960,"14,800",1
IncomePerPerson,Bahamas,1961,"15,600",1
IncomePerPerson,Bahamas,1962,"16,400",1
IncomePerPerson,Bahamas,1963,"17,200",1
IncomePerPerson,Bahamas,1964,"18,200",1
IncomePerPerson,Bahamas,1965,"19,200",1
IncomePerPerson,Bahamas,1966,"20,000",1
IncomePerPerson,Bahamas,1967,"21,000",1
IncomePerPerson,Bahamas,1968,"22,000",1
IncomePerPerson,Bahamas,1969,"23,200",1
IncomePerPerson,Bahamas,1970,"21,200",1
IncomePerPerson,Bahamas,1971,"21,000",1
IncomePerPerson,Bahamas,1972,"19,900",1
IncomePerPerson,Bahamas,1973,"21,000",1
IncomePerPerson,Bahamas,1974,"17,100",1
IncomePerPerson,Bahamas,1975,"14,300",1
IncomePerPerson,Bahamas,1976,"14,800",1
IncomePerPerson,Bahamas,1977,"15,800",1
IncomePerPerson,Bahamas,1978,"17,700",1
IncomePerPerson,Bahamas,1979,"21,800",1
IncomePerPerson,Bahamas,1980,"22,700",1
IncomePerPerson,Bahamas,1981,"21,600",1
IncomePerPerson,Bahamas,1982,"22,500",1
IncomePerPerson,Bahamas,1983,"23,600",1
IncomePerPerson,Bahamas,1984,"23,600",1
IncomePerPerson,Bahamas,1985,"24,200",1
IncomePerPerson,Bahamas,1986,"24,300",1
IncomePerPerson,Bahamas,1987,"24,800",1
IncomePerPerson,Bahamas,1988,"25,000",1
IncomePerPerson,Bahamas,1989,"25,100",1
IncomePerPerson,Bahamas,1990,"24,300",1
IncomePerPerson,Bahamas,1991,"22,800",1
IncomePerPerson,Bahamas,1992,"21,600",1
IncomePerPerson,Bahamas,1993,"21,200",1
IncomePerPerson,Bahamas,1994,"21,500",1
IncomePerPerson,Bahamas,1995,"22,100",1
IncomePerPerson,Bahamas,1996,"22,700",1
IncomePerPerson,Bahamas,1997,"23,000",1
IncomePerPerson,Bahamas,1998,"23,800",1
IncomePerPerson,Bahamas,1999,"25,200",1
IncomePerPerson,Bahamas,2000,"25,800",1
IncomePerPerson,Bahamas,2001,"26,100",1
IncomePerPerson,Bahamas,2002,"26,300",1
IncomePerPerson,Bahamas,2003,"25,400",1
IncomePerPerson,Bahamas,2004,"25,100",1
IncomePerPerson,Bahamas,2005,"25,400",1
IncomePerPerson,Bahamas,2006,"25,500",1
IncomePerPerson,Bahamas,2007,"25,400",1
IncomePerPerson,Bahamas,2008,"24,400",1
IncomePerPerson,Bahamas,2009,"22,900",1
IncomePerPerson,Bahamas,2010,"22,900",1
IncomePerPerson,Bahamas,2011,"22,700",1
IncomePerPerson,Bahrain,1950,"16,000",1
IncomePerPerson,Bahrain,1951,"16,700",1
IncomePerPerson,Bahrain,1952,"17,400",1
IncomePerPerson,Bahrain,1953,"18,200",1
IncomePerPerson,Bahrain,1954,"18,900",1
IncomePerPerson,Bahrain,1955,"19,600",1
IncomePerPerson,Bahrain,1956,"20,300",1
IncomePerPerson,Bahrain,1957,"21,000",1
IncomePerPerson,Bahrain,1958,"21,600",1
IncomePerPerson,Bahrain,1959,"22,100",1
IncomePerPerson,Bahrain,1960,"22,600",1
IncomePerPerson,Bahrain,1961,"23,000",1
IncomePerPerson,Bahrain,1962,"23,500",1
IncomePerPerson,Bahrain,1963,"24,100",1
IncomePerPerson,Bahrain,1964,"24,800",1
IncomePerPerson,Bahrain,1965,"25,800",1
IncomePerPerson,Bahrain,1966,"26,700",1
IncomePerPerson,Bahrain,1967,"27,800",1
IncomePerPerson,Bahrain,1968,"28,900",1
IncomePerPerson,Bahrain,1969,"30,100",1
IncomePerPerson,Bahrain,1970,"31,400",1
IncomePerPerson,Bahrain,1971,"31,200",1
IncomePerPerson,Bahrain,1972,"34,000",1
IncomePerPerson,Bahrain,1973,"35,800",1
IncomePerPerson,Bahrain,1974,"36,600",1
IncomePerPerson,Bahrain,1975,"33,700",1
IncomePerPerson,Bahrain,1976,"41,200",1
IncomePerPerson,Bahrain,1977,"40,800",1
IncomePerPerson,Bahrain,1978,"36,800",1
IncomePerPerson,Bahrain,1979,"40,500",1
IncomePerPerson,Bahrain,1980,"45,200",1
IncomePerPerson,Bahrain,1981,"42,200",1
IncomePerPerson,Bahrain,1982,"39,000",1
IncomePerPerson,Bahrain,1983,"38,600",1
IncomePerPerson,Bahrain,1984,"41,300",1
IncomePerPerson,Bahrain,1985,"32,300",1
IncomePerPerson,Bahrain,1986,"29,700",1
IncomePerPerson,Bahrain,1987,"28,500",1
IncomePerPerson,Bahrain,1988,"31,500",1
IncomePerPerson,Bahrain,1989,"32,700",1
IncomePerPerson,Bahrain,1990,"35,600",1
IncomePerPerson,Bahrain,1991,"38,500",1
IncomePerPerson,Bahrain,1992,"40,000",1
IncomePerPerson,Bahrain,1993,"44,100",1
IncomePerPerson,Bahrain,1994,"42,900",1
IncomePerPerson,Bahrain,1995,"43,500",1
IncomePerPerson,Bahrain,1996,"44,100",1
IncomePerPerson,Bahrain,1997,"44,200",1
IncomePerPerson,Bahrain,1998,"44,900",1
IncomePerPerson,Bahrain,1999,"45,200",1
IncomePerPerson,Bahrain,2000,"45,500",1
IncomePerPerson,Bahrain,2001,"44,500",1
IncomePerPerson,Bahrain,2002,"43,700",1
IncomePerPerson,Bahrain,2003,"43,800",1
IncomePerPerson,Bahrain,2004,"43,900",1
IncomePerPerson,Bahrain,2005,"43,800",1
IncomePerPerson,Bahrain,2006,"43,200",1
IncomePerPerson,Bahrain,2007,"43,300",1
IncomePerPerson,Bahrain,2008,"42,800",1
IncomePerPerson,Bahrain,2009,"41,300",1
IncomePerPerson,Bahrain,2010,"41,100",1
IncomePerPerson,Bahrain,2011,"40,700",1
IncomePerPerson,Bangladesh,1950,"1,030",1
IncomePerPerson,Bangladesh,1951,"1,040",1
IncomePerPerson,Bangladesh,1952,"1,050",1
IncomePerPerson,Bangladesh,1953,"1,050",1
IncomePerPerson,Bangladesh,1954,"1,050",1
IncomePerPerson,Bangladesh,1955,977,1
IncomePerPerson,Bangladesh,1956,"1,060",1
IncomePerPerson,Bangladesh,1957,"1,020",1
IncomePerPerson,Bangladesh,1958,985,1
IncomePerPerson,Bangladesh,1959,"1,020",1
IncomePerPerson,Bangladesh,1960,"1,060",1
IncomePerPerson,Bangladesh,1961,"1,090",1
IncomePerPerson,Bangladesh,1962,"1,070",1
IncomePerPerson,Bangladesh,1963,"1,160",1
IncomePerPerson,Bangladesh,1964,"1,150",1
IncomePerPerson,Bangladesh,1965,"1,190",1
IncomePerPerson,Bangladesh,1966,"1,180",1
IncomePerPerson,Bangladesh,1967,"1,130",1
IncomePerPerson,Bangladesh,1968,"1,210",1
IncomePerPerson,Bangladesh,1969,"1,210",1
IncomePerPerson,Bangladesh,1970,"1,240",1
IncomePerPerson,Bangladesh,1971,"1,150",1
IncomePerPerson,Bangladesh,1972,994,1
IncomePerPerson,Bangladesh,1973,979,1
IncomePerPerson,Bangladesh,1974,"1,080",1
IncomePerPerson,Bangladesh,1975,"1,050",1
IncomePerPerson,Bangladesh,1976,"1,070",1
IncomePerPerson,Bangladesh,1977,"1,050",1
IncomePerPerson,Bangladesh,1978,"1,090",1
IncomePerPerson,Bangladesh,1979,"1,110",1
IncomePerPerson,Bangladesh,1980,"1,090",1
IncomePerPerson,Bangladesh,1981,"1,100",1
IncomePerPerson,Bangladesh,1982,"1,080",1
IncomePerPerson,Bangladesh,1983,"1,110",1
IncomePerPerson,Bangladesh,1984,"1,140",1
IncomePerPerson,Bangladesh,1985,"1,150",1
IncomePerPerson,Bangladesh,1986,"1,180",1
IncomePerPerson,Bangladesh,1987,"1,210",1
IncomePerPerson,Bangladesh,1988,"1,220",1
IncomePerPerson,Bangladesh,1989,"1,230",1
IncomePerPerson,Bangladesh,1990,"1,290",1
IncomePerPerson,Bangladesh,1991,"1,300",1
IncomePerPerson,Bangladesh,1992,"1,340",1
IncomePerPerson,Bangladesh,1993,"1,370",1
IncomePerPerson,Bangladesh,1994,"1,400",1
IncomePerPerson,Bangladesh,1995,"1,440",1
IncomePerPerson,Bangladesh,1996,"1,470",1
IncomePerPerson,Bangladesh,1997,"1,510",1
IncomePerPerson,Bangladesh,1998,"1,550",1
IncomePerPerson,Bangladesh,1999,"1,590",1
IncomePerPerson,Bangladesh,2000,"1,640",1
IncomePerPerson,Bangladesh,2001,"1,690",1
IncomePerPerson,Bangladesh,2002,"1,730",1
IncomePerPerson,Bangladesh,2003,"1,780",1
IncomePerPerson,Bangladesh,2004,"1,840",1
IncomePerPerson,Bangladesh,2005,"1,930",1
IncomePerPerson,Bangladesh,2006,"2,030",1
IncomePerPerson,Bangladesh,2007,"2,150",1
IncomePerPerson,Bangladesh,2008,"2,250",1
IncomePerPerson,Bangladesh,2009,"2,340",1
IncomePerPerson,Bangladesh,2010,"2,440",1
IncomePerPerson,Bangladesh,2011,"2,570",1
IncomePerPerson,Barbados,1950,"3,030",1
IncomePerPerson,Barbados,1951,"3,180",1
IncomePerPerson,Barbados,1952,"3,350",1
IncomePerPerson,Barbados,1953,"3,520",1
IncomePerPerson,Barbados,1954,"3,700",1
IncomePerPerson,Barbados,1955,"3,890",1
IncomePerPerson,Barbados,1956,"4,090",1
IncomePerPerson,Barbados,1957,"4,300",1
IncomePerPerson,Barbados,1958,"4,520",1
IncomePerPerson,Barbados,1959,"4,750",1
IncomePerPerson,Barbados,1960,"4,990",1
IncomePerPerson,Barbados,1961,"5,360",1
IncomePerPerson,Barbados,1962,"5,830",1
IncomePerPerson,Barbados,1963,"5,510",1
IncomePerPerson,Barbados,1964,"5,770",1
IncomePerPerson,Barbados,1965,"6,410",1
IncomePerPerson,Barbados,1966,"6,650",1
IncomePerPerson,Barbados,1967,"7,340",1
IncomePerPerson,Barbados,1968,"7,830",1
IncomePerPerson,Barbados,1969,"8,400",1
IncomePerPerson,Barbados,1970,"9,170",1
IncomePerPerson,Barbados,1971,"9,270",1
IncomePerPerson,Barbados,1972,"9,310",1
IncomePerPerson,Barbados,1973,"9,440",1
IncomePerPerson,Barbados,1974,"10,700",1
IncomePerPerson,Barbados,1975,"10,400",1
IncomePerPerson,Barbados,1976,"10,800",1
IncomePerPerson,Barbados,1977,"11,200",1
IncomePerPerson,Barbados,1978,"11,700",1
IncomePerPerson,Barbados,1979,"12,600",1
IncomePerPerson,Barbados,1980,"13,100",1
IncomePerPerson,Barbados,1981,"12,800",1
IncomePerPerson,Barbados,1982,"12,100",1
IncomePerPerson,Barbados,1983,"12,000",1
IncomePerPerson,Barbados,1984,"12,400",1
IncomePerPerson,Barbados,1985,"12,400",1
IncomePerPerson,Barbados,1986,"12,900",1
IncomePerPerson,Barbados,1987,"13,100",1
IncomePerPerson,Barbados,1988,"13,500",1
IncomePerPerson,Barbados,1989,"13,800",1
IncomePerPerson,Barbados,1990,"13,300",1
IncomePerPerson,Barbados,1991,"12,700",1
IncomePerPerson,Barbados,1992,"12,000",1
IncomePerPerson,Barbados,1993,"12,000",1
IncomePerPerson,Barbados,1994,"12,200",1
IncomePerPerson,Barbados,1995,"12,400",1
IncomePerPerson,Barbados,1996,"12,900",1
IncomePerPerson,Barbados,1997,"13,400",1
IncomePerPerson,Barbados,1998,"13,900",1
IncomePerPerson,Barbados,1999,"13,900",1
IncomePerPerson,Barbados,2000,"14,400",1
IncomePerPerson,Barbados,2001,"14,100",1
IncomePerPerson,Barbados,2002,"14,100",1
IncomePerPerson,Barbados,2003,"14,400",1
IncomePerPerson,Barbados,2004,"14,500",1
IncomePerPerson,Barbados,2005,"15,100",1
IncomePerPerson,Barbados,2006,"15,900",1
IncomePerPerson,Barbados,2007,"16,100",1
IncomePerPerson,Barbados,2008,"16,100",1
IncomePerPerson,Barbados,2009,"15,400",1
IncomePerPerson,Barbados,2010,"15,300",1
IncomePerPerson,Barbados,2011,"15,400",1
IncomePerPerson,Belarus,1950,"2,860",1
IncomePerPerson,Belarus,1951,"2,820",1
IncomePerPerson,Belarus,1952,"2,950",1
IncomePerPerson,Belarus,1953,"3,030",1
IncomePerPerson,Belarus,1954,"3,120",1
IncomePerPerson,Belarus,1955,"3,330",1
IncomePerPerson,Belarus,1956,"3,580",1
IncomePerPerson,Belarus,1957,"3,590",1
IncomePerPerson,Belarus,1958,"3,790",1
IncomePerPerson,Belarus,1959,"3,680",1
IncomePerPerson,Belarus,1960,"3,950",1
IncomePerPerson,Belarus,1961,"4,100",1
IncomePerPerson,Belarus,1962,"4,150",1
IncomePerPerson,Belarus,1963,"3,990",1
IncomePerPerson,Belarus,1964,"4,450",1
IncomePerPerson,Belarus,1965,"4,640",1
IncomePerPerson,Belarus,1966,"4,820",1
IncomePerPerson,Belarus,1967,"4,980",1
IncomePerPerson,Belarus,1968,"5,220",1
IncomePerPerson,Belarus,1969,"5,240",1
IncomePerPerson,Belarus,1970,"5,590",1
IncomePerPerson,Belarus,1971,"5,680",1
IncomePerPerson,Belarus,1972,"5,660",1
IncomePerPerson,Belarus,1973,"6,080",1
IncomePerPerson,Belarus,1974,"6,260",1
IncomePerPerson,Belarus,1975,"6,290",1
IncomePerPerson,Belarus,1976,"6,600",1
IncomePerPerson,Belarus,1977,"6,770",1
IncomePerPerson,Belarus,1978,"6,960",1
IncomePerPerson,Belarus,1979,"6,940",1
IncomePerPerson,Belarus,1980,"6,970",1
IncomePerPerson,Belarus,1981,"7,050",1
IncomePerPerson,Belarus,1982,"7,250",1
IncomePerPerson,Belarus,1983,"7,500",1
IncomePerPerson,Belarus,1984,"7,610",1
IncomePerPerson,Belarus,1985,"7,690",1
IncomePerPerson,Belarus,1986,"8,020",1
IncomePerPerson,Belarus,1987,"8,150",1
IncomePerPerson,Belarus,1988,"8,350",1
IncomePerPerson,Belarus,1989,"8,520",1
IncomePerPerson,Belarus,1990,"8,350",1
IncomePerPerson,Belarus,1991,"8,250",1
IncomePerPerson,Belarus,1992,"7,440",1
IncomePerPerson,Belarus,1993,"6,860",1
IncomePerPerson,Belarus,1994,"6,070",1
IncomePerPerson,Belarus,1995,"5,450",1
IncomePerPerson,Belarus,1996,"5,620",1
IncomePerPerson,Belarus,1997,"6,290",1
IncomePerPerson,Belarus,1998,"6,850",1
IncomePerPerson,Belarus,1999,"7,120",1
IncomePerPerson,Belarus,2000,"7,560",1
IncomePerPerson,Belarus,2001,"7,960",1
IncomePerPerson,Belarus,2002,"8,420",1
IncomePerPerson,Belarus,2003,"9,070",1
IncomePerPerson,Belarus,2004,"10,200",1
IncomePerPerson,Belarus,2005,"11,200",1
IncomePerPerson,Belarus,2006,"12,400",1
IncomePerPerson,Belarus,2007,"13,500",1
IncomePerPerson,Belarus,2008,"15,000",1
IncomePerPerson,Belarus,2009,"15,000",1
IncomePerPerson,Belarus,2010,"16,200",1
IncomePerPerson,Belarus,2011,"17,200",1
IncomePerPerson,Belgium,1950,"10,300",1
IncomePerPerson,Belgium,1951,"10,800",1
IncomePerPerson,Belgium,1952,"10,700",1
IncomePerPerson,Belgium,1953,"11,000",1
IncomePerPerson,Belgium,1954,"11,400",1
IncomePerPerson,Belgium,1955,"11,700",1
IncomePerPerson,Belgium,1956,"12,000",1
IncomePerPerson,Belgium,1957,"12,200",1
IncomePerPerson,Belgium,1958,"11,900",1
IncomePerPerson,Belgium,1959,"12,100",1
IncomePerPerson,Belgium,1960,"12,600",1
IncomePerPerson,Belgium,1961,"13,100",1
IncomePerPerson,Belgium,1962,"13,700",1
IncomePerPerson,Belgium,1963,"14,100",1
IncomePerPerson,Belgium,1964,"15,000",1
IncomePerPerson,Belgium,1965,"15,300",1
IncomePerPerson,Belgium,1966,"15,700",1
IncomePerPerson,Belgium,1967,"16,200",1
IncomePerPerson,Belgium,1968,"16,800",1
IncomePerPerson,Belgium,1969,"17,800",1
IncomePerPerson,Belgium,1970,"18,900",1
IncomePerPerson,Belgium,1971,"19,500",1
IncomePerPerson,Belgium,1972,"20,500",1
IncomePerPerson,Belgium,1973,"21,600",1
IncomePerPerson,Belgium,1974,"22,500",1
IncomePerPerson,Belgium,1975,"22,100",1
IncomePerPerson,Belgium,1976,"23,400",1
IncomePerPerson,Belgium,1977,"23,500",1
IncomePerPerson,Belgium,1978,"24,100",1
IncomePerPerson,Belgium,1979,"24,700",1
IncomePerPerson,Belgium,1980,"25,800",1
IncomePerPerson,Belgium,1981,"25,400",1
IncomePerPerson,Belgium,1982,"25,800",1
IncomePerPerson,Belgium,1983,"25,800",1
IncomePerPerson,Belgium,1984,"26,500",1
IncomePerPerson,Belgium,1985,"26,700",1
IncomePerPerson,Belgium,1986,"27,100",1
IncomePerPerson,Belgium,1987,"27,700",1
IncomePerPerson,Belgium,1988,"29,000",1
IncomePerPerson,Belgium,1989,"29,900",1
IncomePerPerson,Belgium,1990,"30,700",1
IncomePerPerson,Belgium,1991,"31,100",1
IncomePerPerson,Belgium,1992,"31,500",1
IncomePerPerson,Belgium,1993,"31,100",1
IncomePerPerson,Belgium,1994,"32,000",1
IncomePerPerson,Belgium,1995,"32,700",1
IncomePerPerson,Belgium,1996,"33,100",1
IncomePerPerson,Belgium,1997,"34,300",1
IncomePerPerson,Belgium,1998,"34,900",1
IncomePerPerson,Belgium,1999,"36,000",1
IncomePerPerson,Belgium,2000,"37,300",1
IncomePerPerson,Belgium,2001,"37,400",1
IncomePerPerson,Belgium,2002,"37,900",1
IncomePerPerson,Belgium,2003,"38,100",1
IncomePerPerson,Belgium,2004,"39,300",1
IncomePerPerson,Belgium,2005,"39,900",1
IncomePerPerson,Belgium,2006,"40,600",1
IncomePerPerson,Belgium,2007,"41,700",1
IncomePerPerson,Belgium,2008,"41,700",1
IncomePerPerson,Belgium,2009,"40,400",1
IncomePerPerson,Belgium,2010,"41,100",1
IncomePerPerson,Belgium,2011,"41,200",1
IncomePerPerson,Belize,1950,"1,870",1
IncomePerPerson,Belize,1951,"1,880",1
IncomePerPerson,Belize,1952,"1,890",1
IncomePerPerson,Belize,1953,"1,910",1
IncomePerPerson,Belize,1954,"1,920",1
IncomePerPerson,Belize,1955,"1,930",1
IncomePerPerson,Belize,1956,"1,950",1
IncomePerPerson,Belize,1957,"1,960",1
IncomePerPerson,Belize,1958,"1,980",1
IncomePerPerson,Belize,1959,"1,990",1
IncomePerPerson,Belize,1960,"2,010",1
IncomePerPerson,Belize,1961,"2,030",1
IncomePerPerson,Belize,1962,"2,060",1
IncomePerPerson,Belize,1963,"2,080",1
IncomePerPerson,Belize,1964,"2,110",1
IncomePerPerson,Belize,1965,"2,150",1
IncomePerPerson,Belize,1966,"2,200",1
IncomePerPerson,Belize,1967,"2,250",1
IncomePerPerson,Belize,1968,"2,360",1
