Name,Country,year,IncomPerPerson,Number of Records
IncomePerPerson,Equatorial Guinea,2001,"16,900",1
IncomePerPerson,Equatorial Guinea,2002,"19,400",1
IncomePerPerson,Equatorial Guinea,2003,"21,200",1
IncomePerPerson,Equatorial Guinea,2004,"28,100",1
IncomePerPerson,Equatorial Guinea,2005,"31,400",1
IncomePerPerson,Equatorial Guinea,2006,"32,300",1
IncomePerPerson,Equatorial Guinea,2007,"35,600",1
IncomePerPerson,Equatorial Guinea,2008,"40,000",1
IncomePerPerson,Equatorial Guinea,2009,"38,700",1
IncomePerPerson,Equatorial Guinea,2010,"33,700",1
IncomePerPerson,Equatorial Guinea,2011,"34,400",1
IncomePerPerson,Eritrea,1950,812,1
IncomePerPerson,Eritrea,1951,821,1
IncomePerPerson,Eritrea,1952,831,1
IncomePerPerson,Eritrea,1953,864,1
IncomePerPerson,Eritrea,1954,850,1
IncomePerPerson,Eritrea,1955,880,1
IncomePerPerson,Eritrea,1956,893,1
IncomePerPerson,Eritrea,1957,871,1
IncomePerPerson,Eritrea,1958,883,1
IncomePerPerson,Eritrea,1959,890,1
IncomePerPerson,Eritrea,1960,919,1
IncomePerPerson,Eritrea,1961,935,1
IncomePerPerson,Eritrea,1962,948,1
IncomePerPerson,Eritrea,1963,965,1
IncomePerPerson,Eritrea,1964,976,1
IncomePerPerson,Eritrea,1965,"1,020",1
IncomePerPerson,Eritrea,1966,"1,040",1
IncomePerPerson,Eritrea,1967,"1,090",1
IncomePerPerson,Eritrea,1968,"1,120",1
IncomePerPerson,Eritrea,1969,"1,130",1
IncomePerPerson,Eritrea,1970,"1,090",1
IncomePerPerson,Eritrea,1971,"1,110",1
IncomePerPerson,Eritrea,1972,"1,120",1
IncomePerPerson,Eritrea,1973,"1,120",1
IncomePerPerson,Eritrea,1974,"1,090",1
IncomePerPerson,Eritrea,1975,"1,020",1
IncomePerPerson,Eritrea,1976,999,1
IncomePerPerson,Eritrea,1977,983,1
IncomePerPerson,Eritrea,1978,913,1
IncomePerPerson,Eritrea,1979,994,1
IncomePerPerson,Eritrea,1980,997,1
IncomePerPerson,Eritrea,1981,999,1
IncomePerPerson,Eritrea,1982,981,1
IncomePerPerson,Eritrea,1983,"1,030",1
IncomePerPerson,Eritrea,1984,970,1
IncomePerPerson,Eritrea,1985,832,1
IncomePerPerson,Eritrea,1986,884,1
IncomePerPerson,Eritrea,1987,975,1
IncomePerPerson,Eritrea,1988,950,1
IncomePerPerson,Eritrea,1989,915,1
IncomePerPerson,Eritrea,1990,908,1
IncomePerPerson,Eritrea,1991,"1,000",1
IncomePerPerson,Eritrea,1992,"1,110",1
IncomePerPerson,Eritrea,1993,"1,270",1
IncomePerPerson,Eritrea,1994,"1,540",1
IncomePerPerson,Eritrea,1995,"1,590",1
IncomePerPerson,Eritrea,1996,"1,720",1
IncomePerPerson,Eritrea,1997,"1,830",1
IncomePerPerson,Eritrea,1998,"1,820",1
IncomePerPerson,Eritrea,1999,"1,780",1
IncomePerPerson,Eritrea,2000,"1,680",1
IncomePerPerson,Eritrea,2001,"1,770",1
IncomePerPerson,Eritrea,2002,"1,770",1
IncomePerPerson,Eritrea,2003,"1,660",1
IncomePerPerson,Eritrea,2004,"1,630",1
IncomePerPerson,Eritrea,2005,"1,630",1
IncomePerPerson,Eritrea,2006,"1,570",1
IncomePerPerson,Eritrea,2007,"1,560",1
IncomePerPerson,Eritrea,2008,"1,380",1
IncomePerPerson,Eritrea,2009,"1,410",1
IncomePerPerson,Eritrea,2010,"1,420",1
IncomePerPerson,Eritrea,2011,"1,510",1
IncomePerPerson,Estonia,1950,"5,110",1
IncomePerPerson,Estonia,1951,"5,050",1
IncomePerPerson,Estonia,1952,"5,300",1
IncomePerPerson,Estonia,1953,"5,440",1
IncomePerPerson,Estonia,1954,"5,620",1
IncomePerPerson,Estonia,1955,"6,000",1
IncomePerPerson,Estonia,1956,"6,470",1
IncomePerPerson,Estonia,1957,"6,500",1
IncomePerPerson,Estonia,1958,"6,870",1
IncomePerPerson,Estonia,1959,"6,690",1
IncomePerPerson,Estonia,1960,"7,200",1
IncomePerPerson,Estonia,1961,"7,490",1
IncomePerPerson,Estonia,1962,"7,580",1
IncomePerPerson,Estonia,1963,"7,300",1
IncomePerPerson,Estonia,1964,"8,150",1
IncomePerPerson,Estonia,1965,"8,520",1
IncomePerPerson,Estonia,1966,"8,840",1
IncomePerPerson,Estonia,1967,"9,150",1
IncomePerPerson,Estonia,1968,"9,600",1
IncomePerPerson,Estonia,1969,"9,660",1
IncomePerPerson,Estonia,1970,"10,300",1
IncomePerPerson,Estonia,1971,"10,500",1
IncomePerPerson,Estonia,1972,"10,500",1
IncomePerPerson,Estonia,1973,"11,300",1
IncomePerPerson,Estonia,1974,"11,600",1
IncomePerPerson,Estonia,1975,"11,600",1
IncomePerPerson,Estonia,1976,"12,100",1
IncomePerPerson,Estonia,1977,"12,300",1
IncomePerPerson,Estonia,1978,"12,600",1
IncomePerPerson,Estonia,1979,"12,500",1
IncomePerPerson,Estonia,1980,"12,500",1
IncomePerPerson,Estonia,1981,"12,600",1
IncomePerPerson,Estonia,1982,"12,900",1
IncomePerPerson,Estonia,1983,"13,300",1
IncomePerPerson,Estonia,1984,"13,400",1
IncomePerPerson,Estonia,1985,"13,500",1
IncomePerPerson,Estonia,1986,"14,100",1
IncomePerPerson,Estonia,1987,"14,200",1
IncomePerPerson,Estonia,1988,"14,500",1
IncomePerPerson,Estonia,1989,"14,800",1
IncomePerPerson,Estonia,1990,"14,400",1
IncomePerPerson,Estonia,1991,"13,000",1
IncomePerPerson,Estonia,1992,"11,400",1
IncomePerPerson,Estonia,1993,"10,700",1
IncomePerPerson,Estonia,1994,"10,700",1
IncomePerPerson,Estonia,1995,"11,400",1
IncomePerPerson,Estonia,1996,"12,100",1
IncomePerPerson,Estonia,1997,"13,700",1
IncomePerPerson,Estonia,1998,"14,400",1
IncomePerPerson,Estonia,1999,"14,300",1
IncomePerPerson,Estonia,2000,"15,700",1
IncomePerPerson,Estonia,2001,"16,800",1
IncomePerPerson,Estonia,2002,"17,900",1
IncomePerPerson,Estonia,2003,"19,400",1
IncomePerPerson,Estonia,2004,"20,700",1
IncomePerPerson,Estonia,2005,"22,800",1
IncomePerPerson,Estonia,2006,"25,300",1
IncomePerPerson,Estonia,2007,"27,400",1
IncomePerPerson,Estonia,2008,"26,000",1
IncomePerPerson,Estonia,2009,"22,200",1
IncomePerPerson,Estonia,2010,"22,700",1
IncomePerPerson,Estonia,2011,"24,500",1
IncomePerPerson,Ethiopia,1950,579,1
IncomePerPerson,Ethiopia,1951,586,1
IncomePerPerson,Ethiopia,1952,593,1
IncomePerPerson,Ethiopia,1953,617,1
IncomePerPerson,Ethiopia,1954,607,1
IncomePerPerson,Ethiopia,1955,628,1
IncomePerPerson,Ethiopia,1956,638,1
IncomePerPerson,Ethiopia,1957,622,1
IncomePerPerson,Ethiopia,1958,631,1
IncomePerPerson,Ethiopia,1959,636,1
IncomePerPerson,Ethiopia,1960,656,1
IncomePerPerson,Ethiopia,1961,668,1
IncomePerPerson,Ethiopia,1962,678,1
IncomePerPerson,Ethiopia,1963,690,1
IncomePerPerson,Ethiopia,1964,698,1
IncomePerPerson,Ethiopia,1965,726,1
IncomePerPerson,Ethiopia,1966,746,1
IncomePerPerson,Ethiopia,1967,777,1
IncomePerPerson,Ethiopia,1968,799,1
IncomePerPerson,Ethiopia,1969,809,1
IncomePerPerson,Ethiopia,1970,778,1
IncomePerPerson,Ethiopia,1971,791,1
IncomePerPerson,Ethiopia,1972,803,1
IncomePerPerson,Ethiopia,1973,798,1
IncomePerPerson,Ethiopia,1974,779,1
IncomePerPerson,Ethiopia,1975,728,1
IncomePerPerson,Ethiopia,1976,716,1
IncomePerPerson,Ethiopia,1977,704,1
IncomePerPerson,Ethiopia,1978,654,1
IncomePerPerson,Ethiopia,1979,712,1
IncomePerPerson,Ethiopia,1980,715,1
IncomePerPerson,Ethiopia,1981,716,1
IncomePerPerson,Ethiopia,1982,703,1
IncomePerPerson,Ethiopia,1983,735,1
IncomePerPerson,Ethiopia,1984,696,1
IncomePerPerson,Ethiopia,1985,597,1
IncomePerPerson,Ethiopia,1986,634,1
IncomePerPerson,Ethiopia,1987,700,1
IncomePerPerson,Ethiopia,1988,681,1
IncomePerPerson,Ethiopia,1989,657,1
IncomePerPerson,Ethiopia,1990,652,1
IncomePerPerson,Ethiopia,1991,584,1
IncomePerPerson,Ethiopia,1992,515,1
IncomePerPerson,Ethiopia,1993,562,1
IncomePerPerson,Ethiopia,1994,560,1
IncomePerPerson,Ethiopia,1995,575,1
IncomePerPerson,Ethiopia,1996,626,1
IncomePerPerson,Ethiopia,1997,626,1
IncomePerPerson,Ethiopia,1998,587,1
IncomePerPerson,Ethiopia,1999,600,1
IncomePerPerson,Ethiopia,2000,618,1
IncomePerPerson,Ethiopia,2001,650,1
IncomePerPerson,Ethiopia,2002,642,1
IncomePerPerson,Ethiopia,2003,610,1
IncomePerPerson,Ethiopia,2004,673,1
IncomePerPerson,Ethiopia,2005,732,1
IncomePerPerson,Ethiopia,2006,790,1
IncomePerPerson,Ethiopia,2007,857,1
IncomePerPerson,Ethiopia,2008,925,1
IncomePerPerson,Ethiopia,2009,980,1
IncomePerPerson,Ethiopia,2010,"1,070",1
IncomePerPerson,Ethiopia,2011,"1,160",1
IncomePerPerson,Fiji,1950,"2,770",1
IncomePerPerson,Fiji,1951,"2,840",1
IncomePerPerson,Fiji,1952,"2,920",1
IncomePerPerson,Fiji,1953,"2,990",1
IncomePerPerson,Fiji,1954,"3,070",1
IncomePerPerson,Fiji,1955,"3,150",1
IncomePerPerson,Fiji,1956,"3,230",1
IncomePerPerson,Fiji,1957,"3,310",1
IncomePerPerson,Fiji,1958,"3,400",1
IncomePerPerson,Fiji,1959,"3,490",1
IncomePerPerson,Fiji,1960,"3,580",1
IncomePerPerson,Fiji,1961,"3,580",1
IncomePerPerson,Fiji,1962,"3,590",1
IncomePerPerson,Fiji,1963,"3,690",1
IncomePerPerson,Fiji,1964,"3,750",1
IncomePerPerson,Fiji,1965,"3,550",1
IncomePerPerson,Fiji,1966,"3,460",1
IncomePerPerson,Fiji,1967,"3,830",1
IncomePerPerson,Fiji,1968,"4,050",1
IncomePerPerson,Fiji,1969,"4,070",1
IncomePerPerson,Fiji,1970,"4,490",1
IncomePerPerson,Fiji,1971,"4,710",1
IncomePerPerson,Fiji,1972,"4,960",1
IncomePerPerson,Fiji,1973,"5,430",1
IncomePerPerson,Fiji,1974,"5,460",1
IncomePerPerson,Fiji,1975,"5,390",1
IncomePerPerson,Fiji,1976,"5,440",1
IncomePerPerson,Fiji,1977,"5,660",1
IncomePerPerson,Fiji,1978,"5,670",1
IncomePerPerson,Fiji,1979,"6,240",1
IncomePerPerson,Fiji,1980,"6,020",1
IncomePerPerson,Fiji,1981,"6,250",1
IncomePerPerson,Fiji,1982,"5,730",1
IncomePerPerson,Fiji,1983,"5,370",1
IncomePerPerson,Fiji,1984,"5,700",1
IncomePerPerson,Fiji,1985,"5,360",1
IncomePerPerson,Fiji,1986,"5,730",1
IncomePerPerson,Fiji,1987,"5,330",1
IncomePerPerson,Fiji,1988,"5,380",1
IncomePerPerson,Fiji,1989,"5,770",1
IncomePerPerson,Fiji,1990,"5,890",1
IncomePerPerson,Fiji,1991,"5,680",1
IncomePerPerson,Fiji,1992,"5,950",1
IncomePerPerson,Fiji,1993,"5,990",1
IncomePerPerson,Fiji,1994,"6,210",1
IncomePerPerson,Fiji,1995,"6,290",1
IncomePerPerson,Fiji,1996,"6,510",1
IncomePerPerson,Fiji,1997,"6,300",1
IncomePerPerson,Fiji,1998,"6,330",1
IncomePerPerson,Fiji,1999,"6,830",1
IncomePerPerson,Fiji,2000,"6,670",1
IncomePerPerson,Fiji,2001,"6,780",1
IncomePerPerson,Fiji,2002,"6,990",1
IncomePerPerson,Fiji,2003,"7,050",1
IncomePerPerson,Fiji,2004,"7,410",1
IncomePerPerson,Fiji,2005,"7,430",1
IncomePerPerson,Fiji,2006,"7,510",1
IncomePerPerson,Fiji,2007,"7,380",1
IncomePerPerson,Fiji,2008,"7,380",1
IncomePerPerson,Fiji,2009,"7,210",1
IncomePerPerson,Fiji,2010,"7,350",1
IncomePerPerson,Fiji,2011,"7,490",1
IncomePerPerson,Finland,1950,"7,230",1
IncomePerPerson,Finland,1951,"7,770",1
IncomePerPerson,Finland,1952,"7,950",1
IncomePerPerson,Finland,1953,"7,920",1
IncomePerPerson,Finland,1954,"8,510",1
IncomePerPerson,Finland,1955,"8,850",1
IncomePerPerson,Finland,1956,"9,020",1
IncomePerPerson,Finland,1957,"9,350",1
IncomePerPerson,Finland,1958,"9,330",1
IncomePerPerson,Finland,1959,"9,810",1
IncomePerPerson,Finland,1960,"10,600",1
IncomePerPerson,Finland,1961,"11,400",1
IncomePerPerson,Finland,1962,"11,600",1
IncomePerPerson,Finland,1963,"11,900",1
IncomePerPerson,Finland,1964,"12,500",1
IncomePerPerson,Finland,1965,"13,100",1
IncomePerPerson,Finland,1966,"13,400",1
IncomePerPerson,Finland,1967,"13,600",1
IncomePerPerson,Finland,1968,"13,800",1
IncomePerPerson,Finland,1969,"15,200",1
IncomePerPerson,Finland,1970,"16,400",1
IncomePerPerson,Finland,1971,"16,700",1
IncomePerPerson,Finland,1972,"17,900",1
IncomePerPerson,Finland,1973,"19,000",1
IncomePerPerson,Finland,1974,"19,400",1
IncomePerPerson,Finland,1975,"19,600",1
IncomePerPerson,Finland,1976,"19,400",1
IncomePerPerson,Finland,1977,"19,400",1
IncomePerPerson,Finland,1978,"19,800",1
IncomePerPerson,Finland,1979,"21,100",1
IncomePerPerson,Finland,1980,"22,200",1
IncomePerPerson,Finland,1981,"22,500",1
IncomePerPerson,Finland,1982,"23,100",1
IncomePerPerson,Finland,1983,"23,600",1
IncomePerPerson,Finland,1984,"24,200",1
IncomePerPerson,Finland,1985,"24,900",1
IncomePerPerson,Finland,1986,"25,400",1
IncomePerPerson,Finland,1987,"26,400",1
IncomePerPerson,Finland,1988,"27,600",1
IncomePerPerson,Finland,1989,"29,000",1
IncomePerPerson,Finland,1990,"28,900",1
IncomePerPerson,Finland,1991,"27,000",1
IncomePerPerson,Finland,1992,"26,000",1
IncomePerPerson,Finland,1993,"25,700",1
IncomePerPerson,Finland,1994,"26,600",1
IncomePerPerson,Finland,1995,"27,600",1
IncomePerPerson,Finland,1996,"28,500",1
IncomePerPerson,Finland,1997,"30,200",1
IncomePerPerson,Finland,1998,"31,800",1
IncomePerPerson,Finland,1999,"33,100",1
IncomePerPerson,Finland,2000,"34,900",1
IncomePerPerson,Finland,2001,"35,700",1
IncomePerPerson,Finland,2002,"36,200",1
IncomePerPerson,Finland,2003,"36,900",1
IncomePerPerson,Finland,2004,"38,200",1
IncomePerPerson,Finland,2005,"39,100",1
IncomePerPerson,Finland,2006,"40,500",1
IncomePerPerson,Finland,2007,"42,500",1
IncomePerPerson,Finland,2008,"42,600",1
IncomePerPerson,Finland,2009,"38,900",1
IncomePerPerson,Finland,2010,"39,800",1
IncomePerPerson,Finland,2011,"40,700",1
IncomePerPerson,France,1950,"7,920",1
IncomePerPerson,France,1951,"8,310",1
IncomePerPerson,France,1952,"8,450",1
IncomePerPerson,France,1953,"8,630",1
IncomePerPerson,France,1954,"9,010",1
IncomePerPerson,France,1955,"9,460",1
IncomePerPerson,France,1956,"9,920",1
IncomePerPerson,France,1957,"10,500",1
IncomePerPerson,France,1958,"10,700",1
IncomePerPerson,France,1959,"10,900",1
IncomePerPerson,France,1960,"11,700",1
IncomePerPerson,France,1961,"12,200",1
IncomePerPerson,France,1962,"12,800",1
IncomePerPerson,France,1963,"13,200",1
IncomePerPerson,France,1964,"14,000",1
IncomePerPerson,France,1965,"14,500",1
IncomePerPerson,France,1966,"15,200",1
IncomePerPerson,France,1967,"15,800",1
IncomePerPerson,France,1968,"16,300",1
IncomePerPerson,France,1969,"17,400",1
IncomePerPerson,France,1970,"18,200",1
IncomePerPerson,France,1971,"18,900",1
IncomePerPerson,France,1972,"19,600",1
IncomePerPerson,France,1973,"20,500",1
IncomePerPerson,France,1974,"21,000",1
IncomePerPerson,France,1975,"20,900",1
IncomePerPerson,France,1976,"21,700",1
IncomePerPerson,France,1977,"22,300",1
IncomePerPerson,France,1978,"23,000",1
IncomePerPerson,France,1979,"23,700",1
IncomePerPerson,France,1980,"24,000",1
IncomePerPerson,France,1981,"24,200",1
IncomePerPerson,France,1982,"24,800",1
IncomePerPerson,France,1983,"25,200",1
IncomePerPerson,France,1984,"25,500",1
IncomePerPerson,France,1985,"26,000",1
IncomePerPerson,France,1986,"26,500",1
IncomePerPerson,France,1987,"27,000",1
IncomePerPerson,France,1988,"28,100",1
IncomePerPerson,France,1989,"29,000",1
IncomePerPerson,France,1990,"29,500",1
IncomePerPerson,France,1991,"29,800",1
IncomePerPerson,France,1992,"30,100",1
IncomePerPerson,France,1993,"29,800",1
IncomePerPerson,France,1994,"30,400",1
IncomePerPerson,France,1995,"30,900",1
IncomePerPerson,France,1996,"31,300",1
IncomePerPerson,France,1997,"31,900",1
IncomePerPerson,France,1998,"32,900",1
IncomePerPerson,France,1999,"33,800",1
IncomePerPerson,France,2000,"34,900",1
IncomePerPerson,France,2001,"35,300",1
IncomePerPerson,France,2002,"35,500",1
IncomePerPerson,France,2003,"35,500",1
IncomePerPerson,France,2004,"36,200",1
IncomePerPerson,France,2005,"36,500",1
IncomePerPerson,France,2006,"37,100",1
IncomePerPerson,France,2007,"37,800",1
IncomePerPerson,France,2008,"37,600",1
IncomePerPerson,France,2009,"36,300",1
IncomePerPerson,France,2010,"36,900",1
IncomePerPerson,France,2011,"37,500",1
IncomePerPerson,Gabon,1950,661,1
IncomePerPerson,Gabon,1951,715,1
IncomePerPerson,Gabon,1952,773,1
IncomePerPerson,Gabon,1953,835,1
IncomePerPerson,Gabon,1954,903,1
IncomePerPerson,Gabon,1955,976,1
IncomePerPerson,Gabon,1956,"1,060",1
IncomePerPerson,Gabon,1957,"1,140",1
IncomePerPerson,Gabon,1958,"1,230",1
IncomePerPerson,Gabon,1959,"1,330",1
IncomePerPerson,Gabon,1960,"1,440",1
IncomePerPerson,Gabon,1961,"1,650",1
IncomePerPerson,Gabon,1962,"1,880",1
IncomePerPerson,Gabon,1963,"2,160",1
IncomePerPerson,Gabon,1964,"2,470",1
IncomePerPerson,Gabon,1965,"2,820",1
IncomePerPerson,Gabon,1966,"2,690",1
IncomePerPerson,Gabon,1967,"3,240",1
IncomePerPerson,Gabon,1968,"3,440",1
IncomePerPerson,Gabon,1969,"3,860",1
IncomePerPerson,Gabon,1970,"4,680",1
IncomePerPerson,Gabon,1971,"5,830",1
IncomePerPerson,Gabon,1972,"6,220",1
IncomePerPerson,Gabon,1973,"8,400",1
IncomePerPerson,Gabon,1974,"18,400",1
IncomePerPerson,Gabon,1975,"18,300",1
IncomePerPerson,Gabon,1976,"21,900",1
IncomePerPerson,Gabon,1977,"20,800",1
IncomePerPerson,Gabon,1978,"22,800",1
IncomePerPerson,Gabon,1979,"24,700",1
IncomePerPerson,Gabon,1980,"27,900",1
IncomePerPerson,Gabon,1981,"27,800",1
IncomePerPerson,Gabon,1982,"25,000",1
IncomePerPerson,Gabon,1983,"26,900",1
IncomePerPerson,Gabon,1984,"25,900",1
IncomePerPerson,Gabon,1985,"23,300",1
IncomePerPerson,Gabon,1986,"18,300",1
IncomePerPerson,Gabon,1987,"16,500",1
IncomePerPerson,Gabon,1988,"15,200",1
IncomePerPerson,Gabon,1989,"20,000",1
IncomePerPerson,Gabon,1990,"19,500",1
IncomePerPerson,Gabon,1991,"20,100",1
IncomePerPerson,Gabon,1992,"19,000",1
IncomePerPerson,Gabon,1993,"19,200",1
IncomePerPerson,Gabon,1994,"19,400",1
IncomePerPerson,Gabon,1995,"19,900",1
IncomePerPerson,Gabon,1996,"20,100",1
IncomePerPerson,Gabon,1997,"20,700",1
IncomePerPerson,Gabon,1998,"20,900",1
IncomePerPerson,Gabon,1999,"18,600",1
IncomePerPerson,Gabon,2000,"17,800",1
IncomePerPerson,Gabon,2001,"17,700",1
IncomePerPerson,Gabon,2002,"17,200",1
IncomePerPerson,Gabon,2003,"17,200",1
IncomePerPerson,Gabon,2004,"16,800",1
IncomePerPerson,Gabon,2005,"17,000",1
IncomePerPerson,Gabon,2006,"15,900",1
IncomePerPerson,Gabon,2007,"16,300",1
IncomePerPerson,Gabon,2008,"15,300",1
IncomePerPerson,Gabon,2009,"14,800",1
IncomePerPerson,Gabon,2010,"15,400",1
IncomePerPerson,Gabon,2011,"15,900",1
IncomePerPerson,Gambia,1950,991,1
IncomePerPerson,Gambia,1951,"1,030",1
IncomePerPerson,Gambia,1952,"1,030",1
IncomePerPerson,Gambia,1953,"1,050",1
IncomePerPerson,Gambia,1954,"1,080",1
IncomePerPerson,Gambia,1955,"1,090",1
IncomePerPerson,Gambia,1956,"1,110",1
IncomePerPerson,Gambia,1957,"1,120",1
IncomePerPerson,Gambia,1958,"1,120",1
IncomePerPerson,Gambia,1959,"1,150",1
IncomePerPerson,Gambia,1960,"1,200",1
IncomePerPerson,Gambia,1961,"1,350",1
IncomePerPerson,Gambia,1962,"1,300",1
IncomePerPerson,Gambia,1963,"1,270",1
IncomePerPerson,Gambia,1964,"1,310",1
IncomePerPerson,Gambia,1965,"1,410",1
IncomePerPerson,Gambia,1966,"1,600",1
IncomePerPerson,Gambia,1967,"1,600",1
IncomePerPerson,Gambia,1968,"1,580",1
IncomePerPerson,Gambia,1969,"1,690",1
IncomePerPerson,Gambia,1970,"1,480",1
IncomePerPerson,Gambia,1971,"1,600",1
IncomePerPerson,Gambia,1972,"1,660",1
IncomePerPerson,Gambia,1973,"1,680",1
IncomePerPerson,Gambia,1974,"1,960",1
IncomePerPerson,Gambia,1975,"1,780",1
IncomePerPerson,Gambia,1976,"1,920",1
IncomePerPerson,Gambia,1977,"1,960",1
IncomePerPerson,Gambia,1978,"1,800",1
IncomePerPerson,Gambia,1979,"2,030",1
IncomePerPerson,Gambia,1980,"1,770",1
IncomePerPerson,Gambia,1981,"1,700",1
IncomePerPerson,Gambia,1982,"1,860",1
IncomePerPerson,Gambia,1983,"1,590",1
IncomePerPerson,Gambia,1984,"1,490",1
IncomePerPerson,Gambia,1985,"1,320",1
IncomePerPerson,Gambia,1986,"1,350",1
IncomePerPerson,Gambia,1987,"1,370",1
IncomePerPerson,Gambia,1988,"1,460",1
IncomePerPerson,Gambia,1989,"1,510",1
IncomePerPerson,Gambia,1990,"1,520",1
IncomePerPerson,Gambia,1991,"1,510",1
IncomePerPerson,Gambia,1992,"1,510",1
IncomePerPerson,Gambia,1993,"1,510",1
IncomePerPerson,Gambia,1994,"1,480",1
IncomePerPerson,Gambia,1995,"1,450",1
IncomePerPerson,Gambia,1996,"1,440",1
IncomePerPerson,Gambia,1997,"1,470",1
IncomePerPerson,Gambia,1998,"1,480",1
IncomePerPerson,Gambia,1999,"1,520",1
IncomePerPerson,Gambia,2000,"1,560",1
IncomePerPerson,Gambia,2001,"1,600",1
IncomePerPerson,Gambia,2002,"1,500",1
IncomePerPerson,Gambia,2003,"1,550",1
IncomePerPerson,Gambia,2004,"1,610",1
IncomePerPerson,Gambia,2005,"1,540",1
IncomePerPerson,Gambia,2006,"1,510",1
IncomePerPerson,Gambia,2007,"1,520",1
IncomePerPerson,Gambia,2008,"1,560",1
IncomePerPerson,Gambia,2009,"1,600",1
IncomePerPerson,Gambia,2010,"1,660",1
IncomePerPerson,Gambia,2011,"1,540",1
IncomePerPerson,Georgia,1950,"2,350",1
IncomePerPerson,Georgia,1951,"2,320",1
IncomePerPerson,Georgia,1952,"2,430",1
IncomePerPerson,Georgia,1953,"2,490",1
IncomePerPerson,Georgia,1954,"2,570",1
IncomePerPerson,Georgia,1955,"2,740",1
IncomePerPerson,Georgia,1956,"2,950",1
IncomePerPerson,Georgia,1957,"2,960",1
IncomePerPerson,Georgia,1958,"3,130",1
IncomePerPerson,Georgia,1959,"3,040",1
IncomePerPerson,Georgia,1960,"3,270",1
IncomePerPerson,Georgia,1961,"3,400",1
IncomePerPerson,Georgia,1962,"3,440",1
IncomePerPerson,Georgia,1963,"3,320",1
IncomePerPerson,Georgia,1964,"3,700",1
IncomePerPerson,Georgia,1965,"3,870",1
IncomePerPerson,Georgia,1966,"4,120",1
IncomePerPerson,Georgia,1967,"4,340",1
IncomePerPerson,Georgia,1968,"4,500",1
IncomePerPerson,Georgia,1969,"4,680",1
IncomePerPerson,Georgia,1970,"5,210",1
IncomePerPerson,Georgia,1971,"5,300",1
IncomePerPerson,Georgia,1972,"5,410",1
IncomePerPerson,Georgia,1973,"5,720",1
IncomePerPerson,Georgia,1974,"6,190",1
IncomePerPerson,Georgia,1975,"6,600",1
IncomePerPerson,Georgia,1976,"6,970",1
IncomePerPerson,Georgia,1977,"7,420",1
IncomePerPerson,Georgia,1978,"7,930",1
IncomePerPerson,Georgia,1979,"8,470",1
IncomePerPerson,Georgia,1980,"8,810",1
IncomePerPerson,Georgia,1981,"9,220",1
IncomePerPerson,Georgia,1982,"9,350",1
IncomePerPerson,Georgia,1983,"9,690",1
IncomePerPerson,Georgia,1984,"10,100",1
IncomePerPerson,Georgia,1985,"10,600",1
IncomePerPerson,Georgia,1986,"9,620",1
IncomePerPerson,Georgia,1987,"9,660",1
IncomePerPerson,Georgia,1988,"10,100",1
IncomePerPerson,Georgia,1989,"9,370",1
IncomePerPerson,Georgia,1990,"8,010",1
IncomePerPerson,Georgia,1991,"6,270",1
IncomePerPerson,Georgia,1992,"3,430",1
IncomePerPerson,Georgia,1993,"2,410",1
IncomePerPerson,Georgia,1994,"2,180",1
IncomePerPerson,Georgia,1995,"2,300",1
IncomePerPerson,Georgia,1996,"2,620",1
IncomePerPerson,Georgia,1997,"2,950",1
IncomePerPerson,Georgia,1998,"3,070",1
IncomePerPerson,Georgia,1999,"3,180",1
IncomePerPerson,Georgia,2000,"3,260",1
IncomePerPerson,Georgia,2001,"3,450",1
IncomePerPerson,Georgia,2002,"3,660",1
IncomePerPerson,Georgia,2003,"4,120",1
IncomePerPerson,Georgia,2004,"4,420",1
IncomePerPerson,Georgia,2005,"4,900",1
IncomePerPerson,Georgia,2006,"5,430",1
IncomePerPerson,Georgia,2007,"6,180",1
IncomePerPerson,Georgia,2008,"6,410",1
IncomePerPerson,Georgia,2009,"6,260",1
IncomePerPerson,Georgia,2010,"6,730",1
IncomePerPerson,Georgia,2011,"7,320",1
IncomePerPerson,Germany,1950,"7,230",1
IncomePerPerson,Germany,1951,"7,860",1
IncomePerPerson,Germany,1952,"8,540",1
IncomePerPerson,Germany,1953,"9,220",1
IncomePerPerson,Germany,1954,"9,900",1
IncomePerPerson,Germany,1955,"11,000",1
IncomePerPerson,Germany,1956,"11,700",1
IncomePerPerson,Germany,1957,"12,300",1
IncomePerPerson,Germany,1958,"12,800",1
IncomePerPerson,Germany,1959,"13,700",1
IncomePerPerson,Germany,1960,"14,800",1
IncomePerPerson,Germany,1961,"15,300",1
IncomePerPerson,Germany,1962,"15,800",1
IncomePerPerson,Germany,1963,"16,200",1
IncomePerPerson,Germany,1964,"17,000",1
IncomePerPerson,Germany,1965,"17,800",1
IncomePerPerson,Germany,1966,"18,200",1
IncomePerPerson,Germany,1967,"18,200",1
IncomePerPerson,Germany,1968,"19,200",1
IncomePerPerson,Germany,1969,"20,300",1
IncomePerPerson,Germany,1970,"21,100",1
IncomePerPerson,Germany,1971,"21,600",1
IncomePerPerson,Germany,1972,"22,400",1
IncomePerPerson,Germany,1973,"23,400",1
IncomePerPerson,Germany,1974,"23,600",1
IncomePerPerson,Germany,1975,"23,500",1
